Tabela,Data,Kurs średni,Zmiana
201/A/NBP/2017,2017-10-17,3.5964,-0.11
200/A/NBP/2017,2017-10-16,3.6004,-0.02
199/A/NBP/2017,2017-10-13,3.601,0.03
198/A/NBP/2017,2017-10-12,3.6,-0.6
197/A/NBP/2017,2017-10-11,3.6219,-0.68
196/A/NBP/2017,2017-10-10,3.6468,-0.75
195/A/NBP/2017,2017-10-09,3.6743,-0.15
194/A/NBP/2017,2017-10-06,3.6799,0.81
193/A/NBP/2017,2017-10-05,3.6502,-0.26
192/A/NBP/2017,2017-10-04,3.6597,-0.38
191/A/NBP/2017,2017-10-03,3.6737,0.03
190/A/NBP/2017,2017-10-02,3.6726,0.57
189/A/NBP/2017,2017-09-29,3.6519,-0.44
188/A/NBP/2017,2017-09-28,3.6682,0.09
187/A/NBP/2017,2017-09-27,3.665,1.15
186/A/NBP/2017,2017-09-26,3.6234,1.03
185/A/NBP/2017,2017-09-25,3.5866,0.6
184/A/NBP/2017,2017-09-22,3.5651,-0.9
183/A/NBP/2017,2017-09-21,3.5975,1
182/A/NBP/2017,2017-09-20,3.5619,-0.56
181/A/NBP/2017,2017-09-19,3.5821,-0.17
180/A/NBP/2017,2017-09-18,3.5881,0.05
179/A/NBP/2017,2017-09-15,3.5863,-0.34
178/A/NBP/2017,2017-09-14,3.5984,1
177/A/NBP/2017,2017-09-13,3.5627,0.21
176/A/NBP/2017,2017-09-12,3.5552,0.73
175/A/NBP/2017,2017-09-11,3.5293,0.15
174/A/NBP/2017,2017-09-08,3.5239,-0.77
173/A/NBP/2017,2017-09-07,3.5511,-0.08
172/A/NBP/2017,2017-09-06,3.5538,-0.29
171/A/NBP/2017,2017-09-05,3.5642,-0.21
170/A/NBP/2017,2017-09-04,3.5718,0.07
169/A/NBP/2017,2017-09-01,3.5693,-0.36
168/A/NBP/2017,2017-08-31,3.5822,0.4
167/A/NBP/2017,2017-08-30,3.5678,0.87
166/A/NBP/2017,2017-08-29,3.5372,-1.02
165/A/NBP/2017,2017-08-28,3.5736,-1.04
164/A/NBP/2017,2017-08-25,3.6112,-0.6
163/A/NBP/2017,2017-08-24,3.6329,0.15
162/A/NBP/2017,2017-08-23,3.6274,-0.17
161/A/NBP/2017,2017-08-22,3.6334,-0.2
160/A/NBP/2017,2017-08-21,3.6408,-0.14
159/A/NBP/2017,2017-08-18,3.6459,0.55
158/A/NBP/2017,2017-08-17,3.6258,-0.49
157/A/NBP/2017,2017-08-16,3.6435,0.43
156/A/NBP/2017,2017-08-14,3.6278,-0.47
155/A/NBP/2017,2017-08-11,3.6449,0.05
154/A/NBP/2017,2017-08-10,3.6432,0.25
153/A/NBP/2017,2017-08-09,3.6342,0.87
152/A/NBP/2017,2017-08-08,3.6027,0.09
151/A/NBP/2017,2017-08-07,3.5995,0.82
150/A/NBP/2017,2017-08-04,3.5702,-0.6
149/A/NBP/2017,2017-08-03,3.5918,0.15
148/A/NBP/2017,2017-08-02,3.5863,-0.36
147/A/NBP/2017,2017-08-01,3.5991,-0.75
146/A/NBP/2017,2017-07-31,3.6264,-0.39
145/A/NBP/2017,2017-07-28,3.6406,0.11
144/A/NBP/2017,2017-07-27,3.6366,-0.8
143/A/NBP/2017,2017-07-26,3.6661,0.39
142/A/NBP/2017,2017-07-25,3.6519,0.34
141/A/NBP/2017,2017-07-24,3.6395,0.21
140/A/NBP/2017,2017-07-21,3.632,-0.78
139/A/NBP/2017,2017-07-20,3.6604,0.32
138/A/NBP/2017,2017-07-19,3.6486,0.05
137/A/NBP/2017,2017-07-18,3.6469,-0.81
136/A/NBP/2017,2017-07-17,3.6767,-0.59
135/A/NBP/2017,2017-07-14,3.6986,-0.4
134/A/NBP/2017,2017-07-13,3.7133,0.27
133/A/NBP/2017,2017-07-12,3.7034,-0.54
132/A/NBP/2017,2017-07-11,3.7235,0.2
131/A/NBP/2017,2017-07-10,3.716,0.25
130/A/NBP/2017,2017-07-07,3.7068,-0.76
129/A/NBP/2017,2017-07-06,3.7351,-0.32
128/A/NBP/2017,2017-07-05,3.7471,0.26
127/A/NBP/2017,2017-07-04,3.7372,0.47
126/A/NBP/2017,2017-07-03,3.7196,0.36
125/A/NBP/2017,2017-06-30,3.7062,-0.16
124/A/NBP/2017,2017-06-29,3.7122,-0.34
123/A/NBP/2017,2017-06-28,3.7249,-0.52
122/A/NBP/2017,2017-06-27,3.7442,-0.56
121/A/NBP/2017,2017-06-26,3.7653,-0.45
120/A/NBP/2017,2017-06-23,3.7824,-0.47
119/A/NBP/2017,2017-06-22,3.8002,-0.23
118/A/NBP/2017,2017-06-21,3.809,0.6
117/A/NBP/2017,2017-06-20,3.7862,0.66
116/A/NBP/2017,2017-06-19,3.7615,-0.35
115/A/NBP/2017,2017-06-16,3.7749,0.67
114/A/NBP/2017,2017-06-14,3.7497,0.32
113/A/NBP/2017,2017-06-13,3.7379,0.08
112/A/NBP/2017,2017-06-12,3.735,-0.31
111/A/NBP/2017,2017-06-09,3.7465,0.17
110/A/NBP/2017,2017-06-08,3.74,0.43
109/A/NBP/2017,2017-06-07,3.7241,-0.02
108/A/NBP/2017,2017-06-06,3.725,0.5
107/A/NBP/2017,2017-06-05,3.7066,-0.69
106/A/NBP/2017,2017-06-02,3.7323,0.16
105/A/NBP/2017,2017-06-01,3.7262,-0.25
104/A/NBP/2017,2017-05-31,3.7354,-0.31
103/A/NBP/2017,2017-05-30,3.7471,0.27
102/A/NBP/2017,2017-05-29,3.7371,0.33
101/A/NBP/2017,2017-05-26,3.7248,0.19
100/A/NBP/2017,2017-05-25,3.7177,-0.95
99/A/NBP/2017,2017-05-24,3.7535,0.48
98/A/NBP/2017,2017-05-23,3.7354,-0.46
97/A/NBP/2017,2017-05-22,3.7526,-0.55
96/A/NBP/2017,2017-05-19,3.7735,-0.5
95/A/NBP/2017,2017-05-18,3.7926,0.31
94/A/NBP/2017,2017-05-17,3.7808,-0.33
93/A/NBP/2017,2017-05-16,3.7932,-1.38
92/A/NBP/2017,2017-05-15,3.8463,-0.96
91/A/NBP/2017,2017-05-12,3.8837,0.24
90/A/NBP/2017,2017-05-11,3.8744,-0.09
89/A/NBP/2017,2017-05-10,3.8777,0.09
88/A/NBP/2017,2017-05-09,3.8741,0.91
87/A/NBP/2017,2017-05-08,3.8391,-0.26
86/A/NBP/2017,2017-05-05,3.849,-0.36
85/A/NBP/2017,2017-05-04,3.863,-0.12
84/A/NBP/2017,2017-05-02,3.8675,-0.05
83/A/NBP/2017,2017-04-28,3.8696,-0.21
82/A/NBP/2017,2017-04-27,3.8776,0.05
81/A/NBP/2017,2017-04-26,3.8757,-0.3
80/A/NBP/2017,2017-04-25,3.8873,-0.48
79/A/NBP/2017,2017-04-24,3.906,-1.96
78/A/NBP/2017,2017-04-21,3.9841,0.64
77/A/NBP/2017,2017-04-20,3.9588,0.04
76/A/NBP/2017,2017-04-19,3.9571,-0.58
75/A/NBP/2017,2017-04-18,3.98,-0.28
74/A/NBP/2017,2017-04-14,3.9911,0.06
73/A/NBP/2017,2017-04-13,3.9886,-0.35
72/A/NBP/2017,2017-04-12,4.0026,0.04
71/A/NBP/2017,2017-04-11,4.0009,0.13
70/A/NBP/2017,2017-04-10,3.9956,0.51
69/A/NBP/2017,2017-04-07,3.9755,-0.09
68/A/NBP/2017,2017-04-06,3.9792,0.02
67/A/NBP/2017,2017-04-05,3.9783,-0.27
66/A/NBP/2017,2017-04-04,3.989,0.57
65/A/NBP/2017,2017-04-03,3.9664,0.53
64/A/NBP/2017,2017-03-31,3.9455,0.13
63/A/NBP/2017,2017-03-30,3.9402,0.35
62/A/NBP/2017,2017-03-29,3.9265,0.25
61/A/NBP/2017,2017-03-28,3.9169,-0.23
60/A/NBP/2017,2017-03-27,3.9259,-0.56
59/A/NBP/2017,2017-03-24,3.9481,-0.52
58/A/NBP/2017,2017-03-23,3.9687,-0.11
57/A/NBP/2017,2017-03-22,3.9731,0.58
56/A/NBP/2017,2017-03-21,3.9502,-0.8
55/A/NBP/2017,2017-03-20,3.9821,-0.24
54/A/NBP/2017,2017-03-17,3.9917,-0.95
53/A/NBP/2017,2017-03-16,4.03,-0.85
52/A/NBP/2017,2017-03-15,4.0646,-0.13
51/A/NBP/2017,2017-03-14,4.0697,-0.12
50/A/NBP/2017,2017-03-13,4.0747,-0.03
49/A/NBP/2017,2017-03-10,4.0761,-0.25
48/A/NBP/2017,2017-03-09,4.0864,0.11
47/A/NBP/2017,2017-03-08,4.0818,0.04
46/A/NBP/2017,2017-03-07,4.0803,0.34
45/A/NBP/2017,2017-03-06,4.0663,-0.71
44/A/NBP/2017,2017-03-03,4.0955,0.47
43/A/NBP/2017,2017-03-02,4.0765,0.02
42/A/NBP/2017,2017-03-01,4.0756,-0.03
41/A/NBP/2017,2017-02-28,4.077,0.06
40/A/NBP/2017,2017-02-27,4.0745,0.16
39/A/NBP/2017,2017-02-24,4.0681,-0.39
38/A/NBP/2017,2017-02-23,4.084,-0.14
37/A/NBP/2017,2017-02-22,4.0899,-0.11
36/A/NBP/2017,2017-02-21,4.0942,0.61
35/A/NBP/2017,2017-02-20,4.0692,0
34/A/NBP/2017,2017-02-17,4.0693,0.31
33/A/NBP/2017,2017-02-16,4.0567,-0.45
32/A/NBP/2017,2017-02-15,4.0752,0.56
31/A/NBP/2017,2017-02-14,4.0525,0.07
30/A/NBP/2017,2017-02-13,4.0496,0.15
29/A/NBP/2017,2017-02-10,4.0435,0.26
28/A/NBP/2017,2017-02-09,4.0332,-0.47
27/A/NBP/2017,2017-02-08,4.0521,0.6
26/A/NBP/2017,2017-02-07,4.028,0.97
25/A/NBP/2017,2017-02-06,3.9892,-0.3
24/A/NBP/2017,2017-02-03,4.0014,0.45
23/A/NBP/2017,2017-02-02,3.9835,-0.59
22/A/NBP/2017,2017-02-01,4.0071,-0.93
21/A/NBP/2017,2017-01-31,4.0446,-0.06
20/A/NBP/2017,2017-01-30,4.0472,-0.3
19/A/NBP/2017,2017-01-27,4.0595,0.01
18/A/NBP/2017,2017-01-26,4.059,0.01
17/A/NBP/2017,2017-01-25,4.0585,-0.3
16/A/NBP/2017,2017-01-24,4.0708,-0.13
15/A/NBP/2017,2017-01-23,4.076,-0.6
14/A/NBP/2017,2017-01-20,4.1005,-0.02
13/A/NBP/2017,2017-01-19,4.1014,0.35
12/A/NBP/2017,2017-01-18,4.087,-0.29
11/A/NBP/2017,2017-01-17,4.0989,-0.88
10/A/NBP/2017,2017-01-16,4.1354,0.66
9/A/NBP/2017,2017-01-13,4.1084,-0.05
8/A/NBP/2017,2017-01-12,4.1103,-0.87
7/A/NBP/2017,2017-01-11,4.1465,0.47
6/A/NBP/2017,2017-01-10,4.127,-0.77
5/A/NBP/2017,2017-01-09,4.1592,-0.18
4/A/NBP/2017,2017-01-05,4.1667,-0.88
3/A/NBP/2017,2017-01-04,4.2037,-0.55
2/A/NBP/2017,2017-01-03,4.2271,0.39
1/A/NBP/2017,2017-01-02,4.2106,0.75
252/A/NBP/2016,2016-12-30,4.1793,-0.87
251/A/NBP/2016,2016-12-29,4.2161,-0.23
250/A/NBP/2016,2016-12-28,4.226,0.33
249/A/NBP/2016,2016-12-27,4.212,-0.19
248/A/NBP/2016,2016-12-23,4.2199,-0.05
247/A/NBP/2016,2016-12-22,4.2222,-0.62
246/A/NBP/2016,2016-12-21,4.2484,-0.02
245/A/NBP/2016,2016-12-20,4.2493,0.56
244/A/NBP/2016,2016-12-19,4.2255,-0.1
243/A/NBP/2016,2016-12-16,4.2296,-0.08
242/A/NBP/2016,2016-12-15,4.2329,1.34
241/A/NBP/2016,2016-12-14,4.1768,-0.33
240/A/NBP/2016,2016-12-13,4.1905,-0.44
239/A/NBP/2016,2016-12-12,4.209,0.76
238/A/NBP/2016,2016-12-09,4.1772,1.62
237/A/NBP/2016,2016-12-08,4.1107,-0.39
236/A/NBP/2016,2016-12-07,4.1268,-1.33
235/A/NBP/2016,2016-12-06,4.1825,-0.92
234/A/NBP/2016,2016-12-05,4.2213,0.15
233/A/NBP/2016,2016-12-02,4.215,0.39
232/A/NBP/2016,2016-12-01,4.1987,0.64
231/A/NBP/2016,2016-11-30,4.1721,-0.25
230/A/NBP/2016,2016-11-29,4.1827,0.74
229/A/NBP/2016,2016-11-28,4.1521,-0.26
228/A/NBP/2016,2016-11-25,4.1628,-0.6
227/A/NBP/2016,2016-11-24,4.188,0.7
226/A/NBP/2016,2016-11-23,4.1588,0.2
225/A/NBP/2016,2016-11-22,4.1507,-0.58
224/A/NBP/2016,2016-11-21,4.1748,-0.52
223/A/NBP/2016,2016-11-18,4.1968,1.43
222/A/NBP/2016,2016-11-17,4.1375,-0.01
221/A/NBP/2016,2016-11-16,4.138,1.33
220/A/NBP/2016,2016-11-15,4.0837,0.08
219/A/NBP/2016,2016-11-14,4.0805,2.38
218/A/NBP/2016,2016-11-10,3.9856,1.4
217/A/NBP/2016,2016-11-09,3.9305,0.35
216/A/NBP/2016,2016-11-08,3.9169,0.09
215/A/NBP/2016,2016-11-07,3.9132,0.69
214/A/NBP/2016,2016-11-04,3.8862,-0.26
213/A/NBP/2016,2016-11-03,3.8965,0.03
212/A/NBP/2016,2016-11-02,3.8954,-1.35
211/A/NBP/2016,2016-10-31,3.9488,-0.52
210/A/NBP/2016,2016-10-28,3.9696,-0.16
209/A/NBP/2016,2016-10-27,3.976,0.61
208/A/NBP/2016,2016-10-26,3.9517,-0.07
207/A/NBP/2016,2016-10-25,3.9543,-0.37
206/A/NBP/2016,2016-10-24,3.969,-0.28
205/A/NBP/2016,2016-10-21,3.98,1.12
204/A/NBP/2016,2016-10-20,3.9359,0.19
203/A/NBP/2016,2016-10-19,3.9285,0.35
202/A/NBP/2016,2016-10-18,3.9148,-0.3
201/A/NBP/2016,2016-10-17,3.9265,0.77
200/A/NBP/2016,2016-10-14,3.8965,-0.51
199/A/NBP/2016,2016-10-13,3.9164,0.81
198/A/NBP/2016,2016-10-12,3.8851,0.95
197/A/NBP/2016,2016-10-11,3.8487,0.47
196/A/NBP/2016,2016-10-10,3.8307,-0.51
195/A/NBP/2016,2016-10-07,3.8505,0.26
194/A/NBP/2016,2016-10-06,3.8405,0.26
193/A/NBP/2016,2016-10-05,3.8307,-0.43
192/A/NBP/2016,2016-10-04,3.8472,0.58
191/A/NBP/2016,2016-10-03,3.8252,-0.79
190/A/NBP/2016,2016-09-30,3.8558,0.53
189/A/NBP/2016,2016-09-29,3.8354,0.24
188/A/NBP/2016,2016-09-28,3.8264,0.1
187/A/NBP/2016,2016-09-27,3.8227,-0.25
186/A/NBP/2016,2016-09-26,3.8324,-0.01
185/A/NBP/2016,2016-09-23,3.8328,0.52
184/A/NBP/2016,2016-09-22,3.8128,-1.23
183/A/NBP/2016,2016-09-21,3.8601,0.42
182/A/NBP/2016,2016-09-20,3.8438,-0.38
181/A/NBP/2016,2016-09-19,3.8586,0.23
180/A/NBP/2016,2016-09-16,3.8497,-0.23
179/A/NBP/2016,2016-09-15,3.8587,-0.33
178/A/NBP/2016,2016-09-14,3.8716,-0.05
177/A/NBP/2016,2016-09-13,3.8734,0.17
176/A/NBP/2016,2016-09-12,3.8668,0.74
175/A/NBP/2016,2016-09-09,3.8385,0.34
174/A/NBP/2016,2016-09-08,3.8255,-0.68
173/A/NBP/2016,2016-09-07,3.8515,-0.91
172/A/NBP/2016,2016-09-06,3.8869,-0.17
171/A/NBP/2016,2016-09-05,3.8937,-0.58
170/A/NBP/2016,2016-09-02,3.9164,0.12
169/A/NBP/2016,2016-09-01,3.9116,0.09
168/A/NBP/2016,2016-08-31,3.9082,0.58
167/A/NBP/2016,2016-08-30,3.8858,0.18
166/A/NBP/2016,2016-08-29,3.8789,1.2
165/A/NBP/2016,2016-08-26,3.8328,0.36
164/A/NBP/2016,2016-08-25,3.819,0.04
163/A/NBP/2016,2016-08-24,3.8174,0.3
162/A/NBP/2016,2016-08-23,3.8061,-0.08
161/A/NBP/2016,2016-08-22,3.809,0.49
160/A/NBP/2016,2016-08-19,3.7905,0.21
159/A/NBP/2016,2016-08-18,3.7826,-0.65
158/A/NBP/2016,2016-08-17,3.8075,0.38
157/A/NBP/2016,2016-08-16,3.7929,-0.76
156/A/NBP/2016,2016-08-12,3.8219,-0.2
155/A/NBP/2016,2016-08-11,3.8297,0.12
154/A/NBP/2016,2016-08-10,3.825,-0.6
153/A/NBP/2016,2016-08-09,3.8482,-0.58
152/A/NBP/2016,2016-08-08,3.8706,0.43
151/A/NBP/2016,2016-08-05,3.8542,-0.12
150/A/NBP/2016,2016-08-04,3.8588,0.19
149/A/NBP/2016,2016-08-03,3.8516,-0.78
148/A/NBP/2016,2016-08-02,3.882,-0.56
147/A/NBP/2016,2016-08-01,3.904,-0.82
146/A/NBP/2016,2016-07-29,3.9364,-0.06
145/A/NBP/2016,2016-07-28,3.9389,-0.88
144/A/NBP/2016,2016-07-27,3.9739,0.14
143/A/NBP/2016,2016-07-26,3.9682,-0.04
142/A/NBP/2016,2016-07-25,3.9697,0.49
141/A/NBP/2016,2016-07-22,3.9504,-0.46
140/A/NBP/2016,2016-07-21,3.9685,-0.26
139/A/NBP/2016,2016-07-20,3.979,0.53
138/A/NBP/2016,2016-07-19,3.9582,-0.68
137/A/NBP/2016,2016-07-18,3.9853,0.64
136/A/NBP/2016,2016-07-15,3.9598,-0.21
135/A/NBP/2016,2016-07-14,3.9681,-0.32
134/A/NBP/2016,2016-07-13,3.9809,0.01
133/A/NBP/2016,2016-07-12,3.9807,-0.63
132/A/NBP/2016,2016-07-11,4.006,0.15
131/A/NBP/2016,2016-07-08,4.0001,-0.09
130/A/NBP/2016,2016-07-07,4.0036,-0.47
129/A/NBP/2016,2016-07-06,4.0225,0.66
128/A/NBP/2016,2016-07-05,3.9963,0.19
127/A/NBP/2016,2016-07-04,3.9886,0.85
126/A/NBP/2016,2016-07-01,3.9548,-0.64
125/A/NBP/2016,2016-06-30,3.9803,-0.26
124/A/NBP/2016,2016-06-29,3.9905,-0.31
123/A/NBP/2016,2016-06-28,4.003,-0.58
122/A/NBP/2016,2016-06-27,4.0263,0.67
121/A/NBP/2016,2016-06-24,3.9994,3.63
120/A/NBP/2016,2016-06-23,3.8593,-0.9
119/A/NBP/2016,2016-06-22,3.8945,0.53
118/A/NBP/2016,2016-06-21,3.8741,0.04
117/A/NBP/2016,2016-06-20,3.8724,-1.75
116/A/NBP/2016,2016-06-17,3.9412,-0.14
115/A/NBP/2016,2016-06-16,3.9469,0.3
114/A/NBP/2016,2016-06-15,3.9351,-0.33
113/A/NBP/2016,2016-06-14,3.9483,1.39
112/A/NBP/2016,2016-06-13,3.8943,1.03
111/A/NBP/2016,2016-06-10,3.8545,1.1
110/A/NBP/2016,2016-06-09,3.8126,-0.06
109/A/NBP/2016,2016-06-08,3.815,-0.39
108/A/NBP/2016,2016-06-07,3.8298,-0.79
107/A/NBP/2016,2016-06-06,3.8602,-1.99
106/A/NBP/2016,2016-06-03,3.9384,0.46
105/A/NBP/2016,2016-06-02,3.9204,-0.37
104/A/NBP/2016,2016-06-01,3.935,-0.05
103/A/NBP/2016,2016-05-31,3.9369,-0.26
102/A/NBP/2016,2016-05-30,3.947,0.2
101/A/NBP/2016,2016-05-27,3.9393,-0.73
100/A/NBP/2016,2016-05-25,3.9684,-0.26
99/A/NBP/2016,2016-05-24,3.9789,0.7
98/A/NBP/2016,2016-05-23,3.9513,0.39
97/A/NBP/2016,2016-05-20,3.9358,0.5
96/A/NBP/2016,2016-05-19,3.9161,0.4
95/A/NBP/2016,2016-05-18,3.9005,1.29
94/A/NBP/2016,2016-05-17,3.8508,-0.3
93/A/NBP/2016,2016-05-16,3.8625,-0.39
92/A/NBP/2016,2016-05-13,3.8775,-0.09
91/A/NBP/2016,2016-05-12,3.8811,-0.11
90/A/NBP/2016,2016-05-11,3.8855,0.01
89/A/NBP/2016,2016-05-10,3.8853,0.32
88/A/NBP/2016,2016-05-09,3.873,-0.01
87/A/NBP/2016,2016-05-06,3.8732,0.67
86/A/NBP/2016,2016-05-05,3.8475,0.46
85/A/NBP/2016,2016-05-04,3.83,0.27
84/A/NBP/2016,2016-05-02,3.8195,-1.4
83/A/NBP/2016,2016-04-29,3.8738,0.11
82/A/NBP/2016,2016-04-28,3.8695,-0.25
81/A/NBP/2016,2016-04-27,3.8793,-0.36
80/A/NBP/2016,2016-04-26,3.8935,-0.07
79/A/NBP/2016,2016-04-25,3.8962,1.47
78/A/NBP/2016,2016-04-22,3.8399,1.1
77/A/NBP/2016,2016-04-21,3.7981,0.37
76/A/NBP/2016,2016-04-20,3.7842,-0.22
75/A/NBP/2016,2016-04-19,3.7925,-0.22
74/A/NBP/2016,2016-04-18,3.801,-0.43
73/A/NBP/2016,2016-04-15,3.8176,0.01
72/A/NBP/2016,2016-04-14,3.8174,1.07
71/A/NBP/2016,2016-04-13,3.7771,0.75
70/A/NBP/2016,2016-04-12,3.749,-0.26
69/A/NBP/2016,2016-04-11,3.7587,-0.3
68/A/NBP/2016,2016-04-08,3.7701,0.77
67/A/NBP/2016,2016-04-07,3.7414,-0.26
66/A/NBP/2016,2016-04-06,3.751,0.46
65/A/NBP/2016,2016-04-05,3.7337,0.22
64/A/NBP/2016,2016-04-04,3.7254,0.16
63/A/NBP/2016,2016-04-01,3.7193,-1.06
62/A/NBP/2016,2016-03-31,3.759,0.25
61/A/NBP/2016,2016-03-30,3.7495,-1.42
60/A/NBP/2016,2016-03-29,3.8037,-0.36
59/A/NBP/2016,2016-03-25,3.8174,-0.17
58/A/NBP/2016,2016-03-24,3.824,0.61
57/A/NBP/2016,2016-03-23,3.801,0.01
56/A/NBP/2016,2016-03-22,3.8005,0.44
55/A/NBP/2016,2016-03-21,3.7838,-0.12
54/A/NBP/2016,2016-03-18,3.7882,-0.41
53/A/NBP/2016,2016-03-17,3.8037,-1.84
52/A/NBP/2016,2016-03-16,3.8749,0.26
51/A/NBP/2016,2016-03-15,3.8649,0.47
50/A/NBP/2016,2016-03-14,3.847,-1.11
49/A/NBP/2016,2016-03-11,3.8903,-1.06
48/A/NBP/2016,2016-03-10,3.932,-0.19
47/A/NBP/2016,2016-03-09,3.9395,0.16
46/A/NBP/2016,2016-03-08,3.9333,-0.46
45/A/NBP/2016,2016-03-07,3.9515,-0.08
44/A/NBP/2016,2016-03-04,3.9545,-0.65
43/A/NBP/2016,2016-03-03,3.9805,-0.14
42/A/NBP/2016,2016-03-02,3.9861,-0.16
41/A/NBP/2016,2016-03-01,3.9924,-0.03
40/A/NBP/2016,2016-02-29,3.9935,0.99
39/A/NBP/2016,2016-02-26,3.9545,-0.4
38/A/NBP/2016,2016-02-25,3.9705,-0.25
37/A/NBP/2016,2016-02-24,3.9803,0.33
36/A/NBP/2016,2016-02-23,3.9671,0.71
35/A/NBP/2016,2016-02-22,3.9391,-0.35
34/A/NBP/2016,2016-02-19,3.9531,0.29
33/A/NBP/2016,2016-02-18,3.9416,-0.04
32/A/NBP/2016,2016-02-17,3.9431,0.07
31/A/NBP/2016,2016-02-16,3.9404,0.47
30/A/NBP/2016,2016-02-15,3.922,0.37
29/A/NBP/2016,2016-02-12,3.9074,-0.37
28/A/NBP/2016,2016-02-11,3.9219,-0.42
27/A/NBP/2016,2016-02-10,3.9383,-0.98
26/A/NBP/2016,2016-02-09,3.9771,0.62
25/A/NBP/2016,2016-02-08,3.9525,0.27
24/A/NBP/2016,2016-02-05,3.942,-0.18
23/A/NBP/2016,2016-02-04,3.9492,-2.07
22/A/NBP/2016,2016-02-03,4.0325,-0.02
21/A/NBP/2016,2016-02-02,4.0333,-0.75
20/A/NBP/2016,2016-02-01,4.0638,-0.21
19/A/NBP/2016,2016-01-29,4.0723,-0.36
18/A/NBP/2016,2016-01-28,4.0872,-0.66
17/A/NBP/2016,2016-01-27,4.1144,-0.8
16/A/NBP/2016,2016-01-26,4.1475,0.31
15/A/NBP/2016,2016-01-25,4.1346,0.77
14/A/NBP/2016,2016-01-22,4.1031,-0.66
13/A/NBP/2016,2016-01-21,4.1303,1.04
12/A/NBP/2016,2016-01-20,4.0877,-0.1
11/A/NBP/2016,2016-01-19,4.0917,-0.53
10/A/NBP/2016,2016-01-18,4.1133,1.79
9/A/NBP/2016,2016-01-15,4.0411,1.05
8/A/NBP/2016,2016-01-14,3.999,-0.19
7/A/NBP/2016,2016-01-13,4.0068,-0.25
6/A/NBP/2016,2016-01-12,4.017,0.21
5/A/NBP/2016,2016-01-11,4.0085,0.31
4/A/NBP/2016,2016-01-08,3.9963,-0.3
3/A/NBP/2016,2016-01-07,4.0085,0.03
2/A/NBP/2016,2016-01-05,4.0073,2.02
1/A/NBP/2016,2016-01-04,3.9281,0.69
254/A/NBP/2015,2015-12-31,3.9011,0.54
253/A/NBP/2015,2015-12-30,3.8801,0.37
252/A/NBP/2015,2015-12-29,3.8659,-0.01
251/A/NBP/2015,2015-12-28,3.8663,-0.08
250/A/NBP/2015,2015-12-24,3.8695,-0.46
249/A/NBP/2015,2015-12-23,3.8872,0.22
248/A/NBP/2015,2015-12-22,3.8787,-1.05
247/A/NBP/2015,2015-12-21,3.92,-0.91
246/A/NBP/2015,2015-12-18,3.9558,-0.22
245/A/NBP/2015,2015-12-17,3.9646,0.01
244/A/NBP/2015,2015-12-16,3.9644,0.31
243/A/NBP/2015,2015-12-15,3.9523,-0.43
242/A/NBP/2015,2015-12-14,3.9695,-0.06
241/A/NBP/2015,2015-12-11,3.9718,0.3
240/A/NBP/2015,2015-12-10,3.9601,-0.26
239/A/NBP/2015,2015-12-09,3.9705,-0.43
238/A/NBP/2015,2015-12-08,3.9877,0.06
237/A/NBP/2015,2015-12-07,3.9853,0.62
236/A/NBP/2015,2015-12-04,3.9607,-1.96
235/A/NBP/2015,2015-12-03,4.04,0.24
234/A/NBP/2015,2015-12-02,4.0305,0.14
233/A/NBP/2015,2015-12-01,4.0248,-0.14
232/A/NBP/2015,2015-11-30,4.0304,-0.07
231/A/NBP/2015,2015-11-27,4.0333,0.09
230/A/NBP/2015,2015-11-26,4.0298,0.21
229/A/NBP/2015,2015-11-25,4.0215,0.48
228/A/NBP/2015,2015-11-24,4.0021,0.35
227/A/NBP/2015,2015-11-23,3.988,0.44
226/A/NBP/2015,2015-11-20,3.9706,-0.12
225/A/NBP/2015,2015-11-19,3.9754,-0.12
224/A/NBP/2015,2015-11-18,3.9802,0.07
223/A/NBP/2015,2015-11-17,3.9775,0.49
222/A/NBP/2015,2015-11-16,3.9581,0.49
221/A/NBP/2015,2015-11-13,3.9388,-0.12
220/A/NBP/2015,2015-11-12,3.9434,-0.34
219/A/NBP/2015,2015-11-10,3.957,-0.09
218/A/NBP/2015,2015-11-09,3.9605,1.36
217/A/NBP/2015,2015-11-06,3.9075,0.39
216/A/NBP/2015,2015-11-05,3.8925,0.13
215/A/NBP/2015,2015-11-04,3.8876,0.51
214/A/NBP/2015,2015-11-03,3.8678,0.23
213/A/NBP/2015,2015-11-02,3.859,-0.41
212/A/NBP/2015,2015-10-30,3.8748,-0.58
211/A/NBP/2015,2015-10-29,3.8974,0.38
210/A/NBP/2015,2015-10-28,3.8826,0.41
209/A/NBP/2015,2015-10-27,3.8669,0.06
208/A/NBP/2015,2015-10-26,3.8645,1.16
207/A/NBP/2015,2015-10-23,3.82,1.04
206/A/NBP/2015,2015-10-22,3.7806,0.48
205/A/NBP/2015,2015-10-21,3.7627,0.65
204/A/NBP/2015,2015-10-20,3.7385,0.32
203/A/NBP/2015,2015-10-19,3.7265,0.06
202/A/NBP/2015,2015-10-16,3.7243,0.8
201/A/NBP/2015,2015-10-15,3.6948,-0.49
200/A/NBP/2015,2015-10-14,3.7129,-0.19
199/A/NBP/2015,2015-10-13,3.7199,0.14
198/A/NBP/2015,2015-10-12,3.7148,-0.25
